20	8	4	0	50

20	8	4	0	75
0	0.6	0.6	0.6	0.6	1	1	0.8	1	1	0.8	1	1	1	1	0.8	0.8	0.8	0.8	0.6
0.6	0	0.6	1	1	1	0.8	1	1	1	1	1	1	1	0.8	0.8	0.6	0.8	0.8	0.8
0.6	0.6	0	1	1	0.8	1	1	0.8	0.8	1	1	1	0.8	1	0.6	0.8	0.4	0.6	0.8
0.6	1	1	0	0.6	1	1	0.8	1	0.8	0.8	1	1	1	1	1	1	1	1	1
0.6	1	1	0.6	0	1	1	0.8	0.8	1	0.8	1	1	1	1	1	1	1	1	1
1	1	0.8	1	1	0	0.6	0.6	0.6	0.6	1	1	1	1	1	1	1	1	0.8	1
1	0.8	1	1	1	0.6	0	0.6	0.8	0.8	1	1	1	1	1	1	1	1	1	0.8
0.8	1	1	0.8	0.8	0.6	0.6	0	0.8	0.8	0.8	1	1	1	1	1	1	1	1	1
1	1	0.8	1	0.8	0.6	0.8	0.8	0	0.6	1	1	1	1	1	0.8	1	1	1	1
1	1	0.8	0.8	1	0.6	0.8	0.8	0.6	0	0.8	0.6	0.8	0.8	0.8	1	1	1	1	1
0.8	1	1	0.8	0.8	1	1	0.8	1	0.8	0	0.6	0.6	0.6	0.6	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0.6	0.6	0	0.6	0.8	0.8	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0.8	0.6	0.6	0	0.8	0.8	0.8	0.8	1	1	0.8
1	1	0.8	1	1	1	1	1	1	0.8	0.6	0.8	0.8	0	0.6	0.8	1	0.8	0.8	1
1	0.8	1	1	1	1	1	1	1	0.8	0.6	0.8	0.8	0.6	0	1	1	1	1	1
0.8	0.8	0.6	1	1	1	1	1	0.8	1	1	1	0.8	0.8	1	0	0.6	0.6	0.6	0.6
0.8	0.6	0.8	1	1	1	1	1	1	1	1	1	0.8	1	1	0.6	0	0.8	0.8	0.6
0.8	0.8	0.4	1	1	1	1	1	1	1	1	1	1	0.8	1	0.6	0.8	0	0.6	0.8
0.8	0.8	0.6	1	1	0.8	1	1	1	1	1	1	1	0.8	1	0.6	0.8	0.6	0	0.8
0.6	0.8	0.8	1	1	1	0.8	1	1	1	1	1	0.8	1	1	0.6	0.6	0.8	0.8	0

20	8	5	0	0
0	0	0	0	0.8	0.8	0.8	0.8	1	1	1	1	1	1	1	1	0.8	0.8	0.8	0.8
0	0	0	0	0.8	0.8	0.8	0.8	1	1	1	1	1	1	1	1	0.8	0.8	0.8	0.8
0	0	0	0	0.8	0.8	0.8	0.8	1	1	1	1	1	1	1	1	0.8	0.8	0.8	0.8
0	0	0	0	0.8	0.8	0.8	0.8	1	1	1	1	1	1	1	1	0.8	0.8	0.8	0.8
0.8	0.8	0.8	0.8	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
0.8	0.8	0.8	0.8	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
0.8	0.8	0.8	0.8	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
0.8	0.8	0.8	0.8	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1
0.8	0.8	0.8	0.8	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0
0.8	0.8	0.8	0.8	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0
0.8	0.8	0.8	0.8	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0
0.8	0.8	0.8	0.8	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0

20	8	5	0	25
0	0.2	0.2	0.2	0.8	1	0.8	0.8	1	1	1	1	1	1	1	1	0.8	0.8	0.8	1
0.2	0	0.4	0.4	1	1	1	1	1	1	1	1	1	1	1	1	0.8	0.8	0.8	1
0.2	0.4	0	0.4	0.8	1	0.6	0.8	1	1	1	1	1	1	1	1	0.8	0.8	0.8	1
0.2	0.4	0.4	0	0.8	1	0.8	0.8	1	1	1	1	1	1	1	1	0.8	0.8	0.8	1
0.8	1	0.8	0.8	0	0.2	0.2	0.2	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	0.2	0	0.4	0.4	1	1	1	1	1	1	1	1	1	1	1	1
0.8	1	0.6	0.8	0.2	0.4	0	0.4	1	1	1	1	1	1	1	1	1	1	1	1
0.8	1	0.8	0.8	0.2	0.4	0.4	0	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	0	0.2	0.2	0.2	1	1	0.8	1	1	1	1	1
1	1	1	1	1	1	1	1	0.2	0	0.2	0.4	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	0.2	0.2	0	0.4	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	0.2	0.4	0.4	0	1	1	0.8	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	0	0.2	0.2	0.2	1	1	0.8	1
1	1	1	1	1	1	1	1	1	1	1	1	0.2	0	0.2	0.4	1	1	0.8	1
1	1	1	1	1	1	1	1	0.8	1	1	0.8	0.2	0.2	0	0.4	1	1	0.8	1
1	1	1	1	1	1	1	1	1	1	1	1	0.2	0.4	0.4	0	1	1	0.8	1
0.8	0.8	0.8	0.8	1	1	1	1	1	1	1	1	1	1	1	1	0	0.2	0.2	0.2
0.8	0.8	0.8	0.8	1	1	1	1	1	1	1	1	1	1	1	1	0.2	0	0.4	0.4
0.8	0.8	0.8	0.8	1	1	1	1	1	1	1	1	0.8	0.8	0.8	0.8	0.2	0.4	0	0.4
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.2	0.4	0.4	0

20	8	5	0	50
0	0.4	0.4	0.4	0.8	1	1	0.8	1	1	1	1	1	1	1	1	0.8	0.8	0.8	0.8
0.4	0	0.4	0.8	1	0.8	1	1	1	1	1	1	1	1	1	1	0.8	0.8	0.8	0.8
0.4	0.4	0	0.8	1	1	0.8	1	0.8	1	1	0.8	1	1	1	1	0.8	0.8	0.8	0.8
0.4	0.8	0.8	0	0.8	1	1	0.8	1	1	1	1	1	1	1	1	0.6	0.6	0.8	0.6
0.8	1	1	0.8	0	0.4	0.4	0.4	1	1	1	1	1	1	1	1	1	1	1	1
1	0.8	1	1	0.4	0	0.4	0.8	1	1	1	1	1	0.8	1	1	1	1	1	1
1	1	0.8	1	0.4	0.4	0	0.8	0.8	1	1	0.8	0.8	1	1	0.8	1	1	1	1
0.8	1	1	0.8	0.4	0.8	0.8	0	1	1	1	1	1	1	1	1	0.8	0.8	1	1
1	1	0.8	1	1	1	0.8	1	0	0.4	0.4	0.4	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	0.4	0	0.4	0.8	0.8	0.8	1	0.8	1	1	1	1
1	1	1	1	1	1	1	1	0.4	0.4	0	0.8	1	1	1	1	1	1	1	1
1	1	0.8	1	1	1	0.8	1	0.4	0.8	0.8	0	1	1	1	1	1	1	1	1
1	1	1	1	1	1	0.8	1	1	0.8	1	1	0	0.4	0.4	0.4	1	1	1	1
1	1	1	1	1	0.8	1	1	1	0.8	1	1	0.4	0	0.6	0.8	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	0.4	0.6	0	0.8	1	0.8	1	1
1	1	1	1	1	1	0.8	1	1	0.8	1	1	0.4	0.8	0.8	0	1	1	1	1
0.8	0.8	0.8	0.6	1	1	1	0.8	1	1	1	1	1	1	1	1	0	0.4	0.4	0.4
0.8	0.8	0.8	0.6	1	1	1	0.8	1	1	1	1	1	1	0.8	1	0.4	0	0.8	0.6
0.8	0.8	0.8	0.8	1	1	1	1	1	1	1	1	1	1	1	1	0.4	0.8	0	0.6
0.8	0.8	0.8	0.6	1	1	1	1	1	1	1	1	1	1	1	1	0.4	0.6	0.6	0

20	8	5	0	75
0	0.6	0.6	0.6	0.8	1	0.8	0.8	1	1	0.8	0.8	1	1	1	0.8	0.8	0.8	0.8	0.6
0.6	0	1	1	1	1	1	1	1	1	1	0.8	1	1	0.8	0.8	0.8	0.8	0.8	0.8
0.6	1	0	0.6	0.8	1	0.8	0.8	1	1	0.8	1	1	1	1	1	1	1	1	0.8
0.6	1	0.6	0	0.8	1	0.4	0.8	1	1	0.8	1	1	0.8	1	1	1	1	1	0.8
0.8	1	0.8	0.8	0	0.6	0.6	0.6	1	1	0.8	1	1	1	0.8	1	1	1	1	1
1	1	1	1	0.6	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.8	1	0.8	0.4	0.6	1	0	0.6	1	1	0.8	1	1	1	0.8	1	1	1	1	0.8
0.8	1	0.8	0.8	0.6	1	0.6	0	1	1	0.6	1	1	1	0.8	1	1	1	1	1
1	1	1	1	1	1	1	1	0	0.6	0.6	0.6	1	1	1	0.8	1	1	1	1
1	1	1	1	1	1	1	1	0.6	0	0.6	0.8	1	1	1	0.8	1	1	1	1
0.8	1	0.8	0.8	0.8	1	0.8	0.6	0.6	0.6	0	0.8	1	1	1	0.8	1	1	1	1
0.8	0.8	1	1	1	1	1	1	0.6	0.8	0.8	0	1	1	1	0.4	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	0	0.6	0.6	0.6	1	1	0.8	1
1	1	1	0.8	1	1	1	1	1	1	1	1	0.6	0	0.8	0.8	1	1	1	1
1	0.8	1	1	0.8	1	0.8	0.8	1	1	1	1	0.6	0.8	0	1	0.8	1	1	1
0.8	0.8	1	1	1	1	1	1	0.8	0.8	0.8	0.4	0.6	0.8	1	0	1	1	1	1
0.8	0.8	1	1	1	1	1	1	1	1	1	1	1	1	0.8	1	0	0.6	0.6	0.6
0.8	0.8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.6	0	0.8	0.6
0.8	0.8	1	1	1	1	1	1	1	1	1	1	0.8	1	1	1	0.6	0.8	0	0.8
0.6	0.8	0.8	0.8	1	1	0.8	1	1	1	1	1	1	1	1	1	0.6	0.6	0.8	0

20	8	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
